book_id,location.city,location.country,location.world,mood,period.century,period.era,period.historical_event_context,source
26026093,,United States,real,"reflective, intimate, uplifting",21st,contemporary,,mistral-large-latest
18966770,,United States,real,"tense, passionate",21st,contemporary,,mistral-large-latest
6948644,,,fictional,"tense, foreboding",,,,mistral-large-latest
35509789,,,real,"hopeful, reflective",,,,mistral-large-latest
6948647,Boston,United States,real,"serious, reflective",18th,Colonial America,American Revolution,mistral-large-latest
27579491,,,real,"tense, melancholic",,,,mistral-large-latest
596925,,Holy Land,real,"exciting, inspiring",12th,Medieval,Crusades,mistral-large-latest
3266731,,"United Kingdom, Mexico",real,"reflective, emotional",20th,1980s-1990s,,mistral-large-latest
1611489,,United States,real,"informative, utilitarian",,,,mistral-large-latest
34995259,,Canada,real,"playful, tense, romantic",,contemporary,,mistral-large-latest
7141517,,,fictional,"intense, seductive",,,,mistral-large-latest
24820659,,,real,"reflective, intense",,,,mistral-large-latest
24679374,,,real,"passionate, tense",,,,mistral-large-latest
18618996,Denver,United States,real,"suspenseful, tense",21st,contemporary,,mistral-large-latest
18618997,,,real,,,,,mistral-large-latest
18618994,,,real,"sensual, dramatic",,,,mistral-large-latest
18618995,,,real,"playful, amusing",,,,mistral-large-latest
36274037,Bandon,Ireland,real,"sober, thought-provoking",17th,Early Modern,"Irish plantations, Protestant-Catholic tensions, Irish nationalism",mistral-large-latest
21413305,,United States,real,"melancholic, hopeful",20th,,,mistral-large-latest
594826,,United States,real,"melancholic, resilient",19th,slavery era,American slavery,mistral-large-latest
22299455,,,fictional,"tense, passionate",,,,mistral-large-latest
25070539,,Germany,real,"thought-provoking, reflective",20th,post-World War II,Nazism and the Third Reich,mistral-large-latest
1249645,Honolulu,United States,real,"urgent, paranoid",,contemporary,,mistral-large-latest
24339398,West Germany,Germany,real,"intense, thought-provoking",20th,Cold War,Red Army Faction (RAF) and Movement 2nd June activities,mistral-large-latest
33615863,London,United Kingdom,real,"suspenseful, intriguing",19th,Victorian,,mistral-large-latest
6036159,,Finland,real,"playful, nostalgic, hopeful",20th,,,mistral-large-latest
7649349,,,real,"uplifting, reflective",,,,mistral-large-latest
2623422,,United States,real,"intense, dramatic",19th,Civil War era,American Civil War,mistral-large-latest
3956226,,,real,"serious, hopeful",,,,mistral-large-latest
7141511,,,real,focused,,,,mistral-large-latest
23937593,,,mixed,"suspenseful, emotional, foreboding",,,,mistral-large-latest
25333323,,,real,"joyful, engaging",,,,mistral-large-latest
14568626,,Central African Republic,real,"serious, reflective",20th,post-colonial,"World War II, decolonization, Cold War",mistral-large-latest
27230321,,Africa,fictional,"tense, dangerous",,early 20th century,,mistral-large-latest
29098824,Brussels,Belgium,real,"tense, hopeful",20th,World War II,Second World War,mistral-large-latest
12926805,,,real,"romantic, dramatic",,,,mistral-large-latest
2545686,Santa Fe,United States,mixed,"eerie, playful",,,,mistral-large-latest
814566,,Spain,real,thought-provoking,,colonial,Spanish colonial caste system,mistral-large-latest
11078806,Rome,Italy,real,"thought-provoking, unsettling",20th,early 1900s,,mistral-large-latest
814560,Cleveland,United States,mixed,"eerie, suspenseful",,,,mistral-large-latest
9014269,,Canada,real,"thought-provoking, atmospheric",20th,World War II,"World War II, art forgery, espionage",mistral-large-latest
12327409,,United States,real,"gritty, melancholic, darkly humorous",20th,mid-to-late 20th century,Beat Generation,mistral-large-latest
27421523,,United Kingdom,mixed,"hopeful, mysterious, tense",,contemporary,,mistral-large-latest
17322043,Santa Lucia,United States,real,"playful, suspenseful",20th,1950s,,mistral-large-latest
17322045,Tampa,United States,mixed,"tense, claustrophobic, hopeless",,post-apocalyptic,nuclear or large-scale disaster leading to societal collapse,mistral-large-latest
34430357,,United States,real,"tense, urgent",18th,Colonial America,American Revolutionary War,mistral-large-latest
9091946,,Iraq,real,"introspective, evocative",,,,mistral-large-latest
1088472,,United States,real,reflective,19th,Jacksonian era,"Bank War, Indian removal, states' rights conflict, slavery debates",mistral-large-latest
11175841,New York,United States,real,"melancholic, warm",,,,mistral-large-latest
26027865,,,real,"uplifting, profound, reflective",,,,mistral-large-latest
4390405,,,real,"thought-provoking, contemplative",20th,modern,scientific discoveries in anthropology (1920s),mistral-large-latest
25518183,,,real,"lighthearted, hopeful",,,,mistral-large-latest
1065938,,,real,,1st century CE,Ancient Rome,Early Christianity,mistral-large-latest
26499124,,,fictional,"longing, tension, introspection",,,,mistral-large-latest
30295052,,,real,"dangerous, urgent",,,,mistral-large-latest
7011085,,United Kingdom,real,"hopeful, reflective",19th,Victorian,,mistral-large-latest
18242720,,United Kingdom,real,"informative, supportive",,,,mistral-large-latest
32334525,,,fictional,"suspenseful, claustrophobic",,futuristic,,mistral-large-latest
20644332,Brisbane,Australia,real,"tense, revelatory",20th,late 20th century,Fitzgerald Inquiry,mistral-large-latest
7241514,,United Kingdom,real,"nostalgic, lighthearted, anxious",20th,1980s,,mistral-large-latest
18242728,,United States,real,"tense, desperate",21st,post-apocalyptic,pandemic collapse,mistral-large-latest
912993,,,real,"intellectual, provocative",20th,contemporary,,mistral-large-latest
12149702,Southern Shanxi,China,real,"informative, reflective",14th,Yuan Dynasty,,mistral-large-latest
12149703,,,fictional,"oppressive, despairing",,post-apocalyptic,,mistral-large-latest
12149701,,,real,"lighthearted, fun",,,,mistral-large-latest
6620468,,Middle East,real,dramatic,,modern,,mistral-large-latest
6620467,,,real,"hopeful, playful",,contemporary,,mistral-large-latest
6620466,,,mixed,"poignant, whimsical",,,,mistral-large-latest
6620464,,,real,"melancholic, warm",,,,mistral-large-latest
6620463,,,real,"motivational, reflective",,,,mistral-large-latest
22136256,,,fictional,"tense, foreboding",,,,mistral-large-latest
9272393,,United States,real,"hopeful, emotional, nostalgic",21st,contemporary,,mistral-large-latest
6620460,,France,real,"tense, hopeful",20th,World War II,"Holocaust, German occupation of France, Allied liberation of Europe",mistral-large-latest
25513409,Johor,Malaysia,real,"suspenseful, foreboding",21st,,16th-century Melaka Sultanate,mistral-large-latest
14358874,,United States,real,"inspiring, warm",,,,mistral-large-latest
446167,,,real,"engaging, intellectual",16th,early modern,European exploration,mistral-large-latest
13429670,,Montagne,fictional,"lighthearted, hopeful",,fantasy,,mistral-large-latest
12687241,,,real,neutral,,ancient to modern,,mistral-large-latest
23244815,,,mixed,"tense, hopeful, heartbreaking",,,,mistral-large-latest
22475914,,Belgium,real,"tense, intriguing",,colonial,European exploration of Africa,mistral-large-latest
7414936,,,real,"contemplative, haunting",,,"Amelia Earhart's disappearance, Alcatraz imprisonment",mistral-large-latest
30527067,"Dublin, Siena","Ireland, Italy",mixed,"adventurous, mysterious",,,Palio horse race,mistral-large-latest
19082477,,,real,"thought-provoking, contemplative",,postmodern,,mistral-large-latest
22475910,The Hamptons,United States,real,"tense, flirty, emotionally charged",,contemporary,,mistral-large-latest
6490315,Visby,Sweden,real,"suspenseful, melancholic",21st,contemporary,,mistral-large-latest
17566786,,Italy,real,"intimate, reflective, heartwarming",20th,,,mistral-large-latest
17566787,Blister Creek,United States,real,"suspenseful, foreboding",21st,contemporary,,mistral-large-latest
24516771,Boston,United States,real,"darkly comedic, mysterious",19th,early 1800s,,mistral-large-latest
144206,Ramat,,real,"tense, ominous",20th,,,mistral-large-latest
16090293,,Malaysia,real,"reflective, contemplative",20th,1980s,,mistral-large-latest
144204,Palomar,Central America,real,"tense, disturbing",,,,mistral-large-latest
144203,,India,real,"serious, reflective",19th,Victorian era,Indian Rebellion of 1857,mistral-large-latest
17566789,Niagara Falls,United States,real,"suspenseful, urgent",21st,contemporary,,mistral-large-latest
18509671,,United States,real,"tense, hopeful",21st,contemporary,,mistral-large-latest
13436830,,England,real,"tense, hopeful",19th,Regency,,mistral-large-latest
3331821,London,United Kingdom,real,"cheerful, wonder",20th,early 1900s,,mistral-large-latest
18053022,New York City,United States,real,"intense, sensual, suspenseful",21st,contemporary,,mistral-large-latest
2735207,,,real,"inspirational, encouraging",,,,mistral-large-latest
2735205,,United States,real,"suspenseful, romantic",,contemporary,,mistral-large-latest
20711485,,United States,real,"dark, suspenseful, intense",21st,contemporary,"Middle East conflict, nuclear terrorism",mistral-large-latest
11866326,,,fictional,"tense, suspenseful",,,,mistral-large-latest
20711486,Southern California,United States,real,"tense, despairing",20th,contemporary,,mistral-large-latest
11866322,,Australia,real,"suspenseful, ominous",,contemporary,,mistral-large-latest
24357338,,England,real,"lighthearted, reflective",19th,Regency,,mistral-large-latest
18010081,,,real,"melancholic, hopeful",,,,mistral-large-latest
128145,,,real,"tense, angry",,,,mistral-large-latest
21623991,Nashville,United States,real,"tense, romantic",,contemporary,,mistral-large-latest
13526141,,,real,"playful, reflective",,,,mistral-large-latest
35010683,Paris,France,real,"tense, intriguing",19th,Victorian,"Exposition Universelle (1889), construction of the Eiffel Tower",mistral-large-latest
24357330,,United States,real,"thought-provoking, reflective",20th,late 20th century,third-wave feminism,mistral-large-latest
18010088,,,real,"anxious, hopeful",,,,mistral-large-latest
13604438,,,real,,,,,mistral-large-latest
24357334,,,real,"hopeful, melancholic, passionate",,,,mistral-large-latest
24357337,,India,real,"tense, engaging",19th,Victorian,,mistral-large-latest
4204521,,,real,lighthearted,,,,mistral-large-latest
17561208,,,mixed,"surreal, melancholic, passionate",,,,mistral-large-latest
34707581,Salt Lake City,United States,real,"suspenseful, intimate, reflective",,contemporary,,mistral-large-latest
13586722,,North America,mixed,"unsettling, thought-provoking, melancholic",,,,mistral-large-latest
13586723,New York,United States,real,"uncertain, foreboding",21st,contemporary,,mistral-large-latest
13586724,,Israel/Palestine,real,"melancholic, hopeful",1st century CE,Ancient Rome,Life of Jesus Christ,mistral-large-latest
13586725,Paris,France,real,"melancholic, hopeful",,,,mistral-large-latest
21413303,California,United States,real,"hopeful, melancholic",20th,contemporary,,mistral-large-latest
13586727,,"United States, Canada, United Kingdom",real,"amusing, playful",,contemporary,,mistral-large-latest
17561201,Harbour Falls,United States,real,"dark, foreboding",,,,mistral-large-latest
17561202,,,real,"thought-provoking, playful",,,,mistral-large-latest
27234272,San Francisco Bay Area,United States,real,"tense, uneasy, optimistic (ironic)",21st,contemporary,,mistral-large-latest
6603057,,Spain,real,contemplative,20th,,Spanish Civil War,mistral-large-latest
17561207,,,mixed,"tense, hopeful",,mythological,,mistral-large-latest
18808189,,China,real,"tense, hopeful",,,,mistral-large-latest
24264342,,,real,"encouraging, motivational",,,,mistral-large-latest
30290308,,"Rome, Persia",real,"serious, reflective",4th,Late Antiquity,Nisibis War (337-363 AD),mistral-large-latest
27790593,,,real,"reflective, hopeful",,contemporary,,mistral-large-latest
17944904,Lancaster County,United States,real,"somber, uplifting",21st,contemporary,Amish school shooting (2006),mistral-large-latest
30311307,,,real,"tense, uncertain",,,,mistral-large-latest
25659029,,United States,real,"gripping, unsettling",20th-21st,contemporary,,mistral-large-latest
25659028,,,real,"hopeful, reflective",,,,mistral-large-latest
20723626,,,real,"contemplative, hopeful",,,,mistral-large-latest
4143169,,Mexico,real,"nostalgic, intimate",20th,,,mistral-large-latest
1549747,Paris,France,real,"poignant, melancholic",,contemporary,post-colonialism,mistral-large-latest
12877620,Manifest,United States,real,"curious, reflective",20th,early 1900s,,mistral-large-latest
18808183,,,real,"tense, hopeful",,contemporary,,mistral-large-latest
8791161,Lankhmar,,fictional,"adventurous, heroic",,fantasy medieval,,mistral-large-latest
22676776,,,real,"passionate, tense",,,,mistral-large-latest
8791167,,,real,"informative, pragmatic",21st,modern,,mistral-large-latest
29963611,,,real,tense,,,,mistral-large-latest
23306830,Denver,United States,real,"tense, dangerous, passionate",,contemporary,,mistral-large-latest
686253,,,real,"reflective, provocative",,contemporary,,mistral-large-latest
17335800,,,real,"tense, uneasy",,,,mistral-large-latest
33283400,,,real,"suspenseful, emotional, dangerous",,,,mistral-large-latest
20890931,,,fictional,"tense, hopeful",,,,mistral-large-latest
21300702,Colorado,United States,real,"tense, disturbing",,,,mistral-large-latest
25941424,Nova York,Estados Unidos,real,"tenso, dramático",,contemporânea,,mistral-large-latest
686258,Harlem,United States,real,"thoughtful, poignant",20th,,,mistral-large-latest
11344396,,,real,"melancholic, hopeful",,,,mistral-large-latest
9621174,"Delhi, Mumbai",India,real,"nostalgic, tender",20th,mid-to-late 20th century,,mistral-large-latest
8580168,,,real,"intriguing, whimsical",,,,mistral-large-latest
13213657,,,mixed,"curious, tense",,,,mistral-large-latest
27838242,,,real,"introspective, dreamy",,,,mistral-large-latest
31295265,,,real,"passionate, urgent",,,,mistral-large-latest
1113545,,,mixed,"curious, playful",,,,mistral-large-latest
25659022,,,mixed,"forbidden, passionate",,,,mistral-large-latest
18192849,Tyler,United States,real,"dread, unease",21st,,,mistral-large-latest
25070368,Ravenston,,real,"tense, brooding, romantic",,historical,,mistral-large-latest
19003572,,,real,"tense, intriguing",,,,mistral-large-latest
31844822,,Germany,real,"uplifting, poignant",21st,contemporary,,mistral-large-latest
13261503,Moonlight Cove,United States,real,"warm, reflective",,,,mistral-large-latest
33283409,,,fictional,"tense, suspenseful",,sci-fi/futuristic,,mistral-large-latest
13532232,,,real,"motivational, elegant",,contemporary,,mistral-large-latest
25813865,,United Kingdom,mixed,"tense, hopeful, melancholic",20th-21st,contemporary fantasy,Post-Voldemort era,mistral-large-latest
13261500,,,real,"suspenseful, hopeful",,,,mistral-large-latest
25813867,,United States,real,"tense, hopeful",21st,contemporary,Iraq War,mistral-large-latest
16281293,,Germany,real,"melancholic, uplifting",20th,World War II,"Holocaust, Nazi book burnings",mistral-large-latest
16281295,,,real,"anxious, suspenseful",,,,mistral-large-latest
11566515,Liverpool,United Kingdom,real,"intense, nostalgic",20th,1970s,post-war British football dominance,mistral-large-latest
23122043,unspecified (implied urban setting),,real,"melancholic, romantic, reflective",21st,contemporary,,mistral-large-latest
683151,,,real,"joyful, lighthearted",,,,mistral-large-latest
22091266,,,fictional,playful,,,,mistral-large-latest
31952094,,,real,"optimistic, professional",21st,contemporary,,mistral-large-latest
752934,,England,real,"playful, reflective",16th,Renaissance,,mistral-large-latest
17700424,,,real,"tense, hopeful",,,Old West,mistral-large-latest
15826198,,Japan,real,"thought-provoking, introspective",,,,mistral-large-latest
15826199,,,real,"melancholic, hopeful, anxious",,,,mistral-large-latest
15826196,,,real,"tense, hopeful",,,,mistral-large-latest
15826197,Belgrad,Serbia,real,"engaging, nostalgic",20th-21st,,"Yuri Gagarin's spaceflight, Breakup of Yugoslavia, Bosnian War",mistral-large-latest
752936,,United Kingdom,real,"poignant, nostalgic",19th,Victorian,,mistral-large-latest
17566248,,,fictional,"tense, wondering, melancholic",,fantasy medieval,,mistral-large-latest
904809,Philadelphia,United States,real,"tense, intriguing",20th,,,mistral-large-latest
904808,Philadelphia,United States,real,"tense, intriguing",,contemporary,,mistral-large-latest
7953121,,"Caribbean (Dominican Republic, Grenada, Trinidad, St. Lucia, Martinique, Carriacou)",real,"joyful, nostalgic, relaxed",,contemporary,,mistral-large-latest
439934,,,real,"optimistic, supportive",,,,mistral-large-latest
439935,,United States,real,"whimsical, adventurous",,folklore,,mistral-large-latest
439938,,Russia,real,"melancholic, introspective",19th,Romanticism,Russia's Golden Age,mistral-large-latest
904805,Prague,Czech Republic,real,"urgent, dangerous",,,,mistral-large-latest
25538395,,,real,contemplative,,,,mistral-large-latest
904807,Philadelphia,United States,real,"tense, nostalgic",20th,modern,,mistral-large-latest
904806,Philadelphia,United States,real,"tense, nostalgic",,,,mistral-large-latest
253516,,,real,"pragmatic, reflective",,,,mistral-large-latest
1721500,,,real,"contemplative, hopeful",,modern,,mistral-large-latest
10997687,,,fictional,"tense, hopeful",,far future,,mistral-large-latest
10997685,Sydney,Australia,real,"foreboding, uneasy, haunting",21st,contemporary,,mistral-large-latest
775338,,"United States, Spain, Finland, Italy, France, Vietnam",real,"lively, intimate",20th,,"Great Depression, Spanish Civil War, Second World War, D-Day landings, Vietnam War",mistral-large-latest
25070366,,England,real,"melancholic, warm",,,,mistral-large-latest
253518,,,real,"hopeful, practical",,,,mistral-large-latest
253519,,,real,"helpful, informative",,,,mistral-large-latest
35069750,Palm Beach,United States,real,"uneasy, tense",,,,mistral-large-latest
35069755,,Norway,real,"suspenseful, curious",21st,,,mistral-large-latest
25832431,,,real,thought-provoking,,,,mistral-large-latest
19877955,,United States,real,"thought-provoking, hopeful, somber",21st,contemporary,"Great Recession, Hurricane Katrina, immigration raids, antiwar rallies",mistral-large-latest
26174000,,Malaysia,real,"tense, melancholic",,contemporary,,mistral-large-latest
22820054,,,real,"hopeful, romantic",,,,mistral-large-latest
22820051,Washington,United States,real,"suspenseful, ominous",21st,contemporary,,mistral-large-latest
12448098,,,real,,,,,mistral-large-latest
31696933,Boston,United States,real,"suspenseful, uneasy",21st,contemporary,,mistral-large-latest
691654,,,real,"tense, passionate",,,,mistral-large-latest
3722332,,,fictional,"tense, hopeful, melancholic",,ancient/mythological,,mistral-large-latest
22820059,,,real,"tense, passionate",,,,mistral-large-latest
20939844,,,fictional,"passionate, tense",,futuristic,,mistral-large-latest
20939847,,,real,"passionate, tense, hopeful",21st,modern,,mistral-large-latest
20939846,Mayfair,United Kingdom,real,"hopeful, playful",19th,Regency,,mistral-large-latest
11151395,Liverpool,United Kingdom,real,"tense, disappointed",21st,modern,football club ownership crisis,mistral-large-latest
29072492,,,real,"tense, melancholic",,,,mistral-large-latest
24463472,Brooklyn,United States,real,"melancholic, inspirational",20th,early 1900s,Irish immigration to America,mistral-large-latest
12022835,,France,real,"suspenseful, clever",19th-20th,Belle Époque,,mistral-large-latest
22223038,,France,real,"joyful, inspiring",,,,mistral-large-latest
22223039,,,real,inspiring,,,,mistral-large-latest
22362199,,,real,"hopeful, tense",,,,mistral-large-latest
841724,,,real,informative,,,,mistral-large-latest
25135715,,USA,real,"disturbing, unsettling, claustrophobic",,contemporary,,mistral-large-latest
17873891,,,real,"somber, introspective",,,,mistral-large-latest
27170668,,,real,"joyful, interactive",,,,mistral-large-latest
17873892,,"Egypt, Palestine",real,"melancholic, contemplative",20th,mid-20th century,"Egyptian Revolution of 1952, Palestinian struggle",mistral-large-latest
274304,,,real,"tender, whimsical",,,,mistral-large-latest
24582337,,,fictional,"conflicted, forbidden, intense",,,,mistral-large-latest
27833574,,"Europe, Middle East, North Africa",real,"tense, sobering",21st,contemporary,"9/11, Arab Spring, Syrian Civil War, rise of ISIS",mistral-large-latest
27170663,,,real,"curious, wonder",,,,mistral-large-latest
643039,,,mixed,"worried, heartwarming",,,,mistral-large-latest
19252502,,,real,,,,,mistral-large-latest
19252500,,,real,"thought-provoking, contemplative",1st century CE,Ancient Rome,Early Christianity,mistral-large-latest
2950604,,,real,"engaging, playful",,,,mistral-large-latest
18229543,,,real,"curious, excited",,,,mistral-large-latest
314584,,United States,real,"raw, unfiltered, entertaining",20th-21st,contemporary,"rock and roll era, late 20th century",mistral-large-latest
314582,Urbino,Italy,real,"intellectual, contemplative",16th,Renaissance,Renaissance court culture,mistral-large-latest
18229546,,,real,"curious, wonder",,,,mistral-large-latest
18229549,"Washington, D.C.",United States,real,"tense, reflective",19th,early 1800s,War of 1812,mistral-large-latest
7969729,,Dominican Republic,real,"hopeful, tense, solemn",20th,mid-to-late 1900s,Trujillo dictatorship,mistral-large-latest
25617327,Newton,United States,real,"tense, hopeful",21st,contemporary,,mistral-large-latest
13240536,,United States,real,"melancholic, hopeful",20th-21st,contemporary,,mistral-large-latest
29284167,Madrid,Spain,real,"suspenseful, melancholic",,,,mistral-large-latest
314589,,United States,real,"tense, revelatory, sobering",20th-21st,contemporary,American Mafia,mistral-large-latest
25617323,,,real,"emotional, introspective",,contemporary,,mistral-large-latest
18923666,,United States,real,"tense, flirty",21st,contemporary,,mistral-large-latest
16134898,,,real,"tense, melancholic",,,,mistral-large-latest
18923661,Taglios,,fictional,"tense, melancholic",,fantasy,,mistral-large-latest
18259795,,,mixed,"tense, suspenseful",,,,mistral-large-latest
18923669,,,fictional,helpful,,,,mistral-large-latest
20747394,,,fictional,"adventurous, suspenseful",,,,mistral-large-latest
17141944,,,real,"motivational, accessible",,,,mistral-large-latest
22089235,,,mixed,"foreboding, desperate",,post-apocalyptic,global pandemic,mistral-large-latest
23319456,,,real,"tense, hopeful",,,,mistral-large-latest
25101186,,,real,thought-provoking,,contemporary,,mistral-large-latest
21483114,,,real,"suspenseful, passionate",,,,mistral-large-latest
7364617,,United Kingdom,real,"reflective, engaging",19th,Victorian era,Industrial Revolution,mistral-large-latest
23941553,,,fictional,"tense, claustrophobic",,,,mistral-large-latest
12272112,Venice,United States,real,"romantic, melancholic, tender",21st,contemporary,,mistral-large-latest
10042477,,United States,real,"hopeful, warm",19th,post-Civil War,American frontier expansion,mistral-large-latest
10042470,Hollywood,United States,real,"suspenseful, gritty",,,,mistral-large-latest
25815559,,,fictional,"tense, romantic",,,,mistral-large-latest
25815558,"Peshawar, Istanbul","Turkey, India, England",real,"tense, nostalgic, tragic, hopeful",20th,World War I,"Ottoman Empire decline, British colonial rule in India, Battle of Ypres",mistral-large-latest
25863055,Newcastle upon Tyne,United Kingdom,real,"lighthearted, reflective, uplifting",21st,modern,,mistral-large-latest
35069280,,,fictional,"upbeat, curious, hopeful",,contemporary,,mistral-large-latest
2602077,Amsterdam,Netherlands,real,"tense, playful, morally ambiguous",,,,mistral-large-latest
10056863,,,real,"forboding, clandestine, dangerous",,,,mistral-large-latest
26850917,,,fictional,"tense, sensual, hopeful",,,,mistral-large-latest
3948145,,United States,real,"tense, paranoid, revealing, didactic",,modern (late 20th–early 21st century),,mistral-large-latest
25110563,Dundee,United Kingdom,real,"devastating, haunting, inspiring, somber",,modern,,mistral-large-latest
25693169,,,fictional,"foreboding, chaotic, desperate",,,,mistral-large-latest
12861570,,Russia,real,"tense, nostalgic, hopeful (for some characters), resigned",19th–20th,turn of the century (pre-revolutionary),"social upheaval in Russia, decline of aristocracy, rise of capitalism and revolutionary ideals",mistral-large-latest
22858532,Hell's Kitchen (fictionalized),,fictional,"oppressive, chaotic, unsettling",,,,mistral-large-latest
18505766,"Venice, Prague","Italy, France, Czech Republic",real,"tense, mysterious, desperate",19th,Napoleonic Wars,"Battle of Trafalgar (1805), Battle of Austerlitz (1805)",mistral-large-latest
18505764,Long Island,United States,real,"dark, haunting, tense",21st,contemporary,,mistral-large-latest
18505765,,United States of North America (fictional),fictional,"tense, forboding, determined",,future (interstellar civilizations),,mistral-large-latest
18401914,,,real,"anxious, paranoid, mysterious",,contemporary,,mistral-large-latest
18505760,Seattle,United States,real,"somber, suspenseful, melancholic",,modern (with Vietnam War flashbacks),Vietnam War (referenced),mistral-large-latest
13180905,,,real,"tense, desperate, melancholic",,contemporary,,mistral-large-latest
7405551,Bruges,Belgium,real,"oppressive, despairing, tormented",,,,mistral-large-latest
13040792,,India,real,"foreboding, clandestine, unsettling",20th,,Post-colonial India (1948),mistral-large-latest
18505768,"Philadelphia, New York City, None",United States,real,"inspiring, tense, emotional, resolute",21st,post-9/11,"September 11 attacks (2001), Iraq War (2003–2011), Army-Navy Game (2001)",mistral-large-latest
18505769,Sugarcreek,United States,real,"nostalgic, tender, yearning",,contemporary,,mistral-large-latest
24853778,,,fictional,"hopeful, curious, charming",,,,mistral-large-latest
24853779,,,real,"contemplative, emotional, uplifting",,,,mistral-large-latest
29078428,,,fictional,"dangerous, mysterious, high-stakes",,,,mistral-large-latest
3444292,,,fictional,"adventurous, humorous, exciting",,,,mistral-large-latest
11513492,Nova Iorque,Estados Unidos,real,"sombrio, esperançoso, clausrofóbico (túneis), resiliente",XX,Industrial/Moderna,"Construção do metrô de Nova Iorque (túneis sob o rio Hudson, início do século XX)",mistral-large-latest
24980373,Silver,,real,"lustful, dreamy, tempting",,contemporary,,mistral-large-latest
11513497,London,England,real,"nostalgic, hopeful, restrained",19th,Regency,London Season (social debut for aristocratic young women),mistral-large-latest
24980371,,,real,"lonely, nostalgic, contemplative",,contemporary,,mistral-large-latest
6131361,,,real,"inspiring, relaxed",,,,mistral-large-latest
17372328,"New York, Houston",United States,real,"solemn, reflective, urgent, melancholic",21st,contemporary,,mistral-large-latest
29807881,,,fictional,"joyful, warm, encouraging",,,,mistral-large-latest
17372324,,,real,"nostalgic, uncertain, introspective, cozy",,contemporary,,mistral-large-latest
17372327,,,,,,,,mistral-large-latest
17372320,Knossos,Greece,mixed,"dangerous, high-stakes, hopeful",,Bronze Age,Minoan civilization (c. 2000–1450 BCE),mistral-large-latest
17372322,,,real,,,,,mistral-large-latest
1006669,,,real,"neutral, helpful",,,,mistral-large-latest
3658489,,,,,,,,mistral-large-latest
18858148,"Nairobi, London, Mogadishu","Kenya, Somalia, United Kingdom",real,"haunting, tender, melancholic, empowering",21st,contemporary,"post-colonialism, global migration crises, Somali Civil War aftermath",mistral-large-latest
13440721,,,real,"motivational, focused",,,,mistral-large-latest
13440720,Portland,United States,real,"lighthearted, hopeful, amusing",,contemporary,,mistral-large-latest
8377286,,Ireland,real,"somber, introspective, oppressive, lyrical",20th,,"Irish conservatism, mental health institutionalization in the 20th century",mistral-large-latest
18858140,Virgin River,United States,real,"melancholic, healing, tender, redemptive",21st,post-9/11,Iraq War (Fallujah mentioned),mistral-large-latest
1006664,,,real,,,,,mistral-large-latest
19730566,,,real,"tense, forboding, mysterious",20th,1930s,rise of Nazism,mistral-large-latest
23148103,,"Sweden, Italy (Tuscany), France",real,"claustrophobic, haunting, melancholic, grotesque","15th, 16th, 19th","Renaissance, Religious Wars, 19th century","Thirty Years' War (religious conflicts), Italian Renaissance, 19th-century French aristocracy",mistral-large-latest
3834680,,,real,"forboding, intense, calculating",,,,mistral-large-latest
15735059,,,real,"bleak, anxious, contemplative, haunting",,,2012 Maya apocalypse prophecy,mistral-large-latest
10895255,,,fictional,"joyful, curious, adventurous",,,,mistral-large-latest
10895257,,United States,real,"tense, hopeful, melancholic",,contemporary,,mistral-large-latest
13503480,Cypress Hollow (fictional),,real,"hopeful, flirty, tension-filled",,contemporary,,mistral-large-latest
27024891,,Germany,real,"joyful, cozy, nostalgic",,modern,,mistral-large-latest
27024892,,British Isles,real,"suspenseful, brooding, introspective",,,,mistral-large-latest
941226,,,fictional,"tense, forbidding, melancholic, triumphant",,medieval-inspired,,mistral-large-latest
941224,,,fictional,"eerie, suspenseful, melancholic, otherworldly",,,,mistral-large-latest
13418189,,,real,"curious, lighthearted, suspenseful",,early 20th century (1930s),,mistral-large-latest
34501987,,"Korea, Japan",real,"melancholic, hopeful, resilient, nostalgic",20th,"early 1900s, mid-to-late 20th century","Korean Japanese colonial period (1910–1945), post-WWII Japan, Korean diaspora",mistral-large-latest
13418185,,,real,"reflective, introspective",,,,mistral-large-latest
13418181,,,real,"tense, dark, suspenseful, determined",,,,mistral-large-latest
941228,,France,mixed,"dark, intense, adventurous, vengeful",20th,1930s,pulp magazine era,mistral-large-latest
13418183,,,real,"thoughtful, reflective, contemplative",,,,mistral-large-latest
25387681,,,real,"curious, engaging, educational",,,,mistral-large-latest
25387683,,,real,"festive, suspenseful, cozy, darkly playful",,contemporary,,mistral-large-latest
25387687,,Kenya,real,"inspirational, uplifting, creative",,modern,,mistral-large-latest
23897950,,,real,"angsty, humorous, mysterious, emotional, hopeful",,modern,,mistral-large-latest
12210883,New York (fictionalized as 'Bigtime'),United States,fictional,"witty, fast-paced, sarcastic, dramatic, playful",,modern/contemporary,,mistral-large-latest
10234027,New York City,United States,fictional,"adventurous, tense, nostalgic",,modern,,mistral-large-latest
18072618,,,fictional,"tense, urgent, desperate, rebellious, darkly hopeful",,,,mistral-large-latest
747506,,Bali,real,"inspirational, playful, nostalgic, freeing, joyful, transformative",,,,mistral-large-latest
24918836,,,real,"hopeful, inspiring, astonishing",,modern,,mistral-large-latest
6923415,,,real,"playful, romantic, lighthearted, tension-filled",,contemporary,,mistral-large-latest
